rps3	phylum_merge	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
k141_1530988_2	Chloroflexi	0.003981261	0.028323926	0.018442181	0.011963637	0.016422253	0.003876705	0.019897949
k141_154659_1	unclassify	0.004415793	0.005765324	0.007431804	0.002868283	0.001175073	0.003020682	0.004085439
k141_1552261_4	Chloroflexi	0.01979573	0.008606743	0.014209786	0.006511323	0.003757247	0.007524649	0.00760095
k141_1558396_1	Gemmatimonadetes	0.041500473	0.0197442	0.045262818	0.024237151	0.027905619	0.028083217	0.030280423
k141_156011_3	unclassify	0.004962145	0.007893373	0.019388973	0.002407106	0.001307322	0.000268051	0.00532152
k141_1569462_1	Thaumarchaeota	0.255373028	0.193459708	0.299046715	0.136344406	0.057622862	0.106620338	0.139280964
k141_1575572_7	Chloroflexi	0.19799911	0.206591651	0.227078452	0.163605622	0.174749391	0.233887553	0.224066801
k141_1578060_1	unclassify	0.021779794	0.034441818	0.021425774	0.035489008	0.017667949	0.023521034	0.023750076
k141_1581863_1	unclassify	0.032136147	0.02852588	0.020965137	0.018841483	0.023587624	0.016028254	0.028375249
k141_1586880_1	Bacteroidetes	0.00270264	0.000668755	0.000153939	0.005961047	0.006291339	0.021811605	0.001777106
k141_1590269_1	Planctomycetes	0.03042773	0.005942782	0.001253481	0.000207333	0.003727211	0.004075851	0.002303456
k141_1596560_3	unclassify	0.021445638	0.027654103	0.038631637	0.015177404	0.004434309	0.012283352	0.00705534
k141_1599983_2	Poribacteria	0.059328398	0.054426483	0.05283286	0.070624754	0.103840023	0.06891689	0.062212437
k141_1605883_3	Chloroflexi	0.010357648	0.004633164	0.009953985	0.030495878	0.015585967	0.020200256	0.021404086
k141_1608686_5	Planctomycetes	0.046019592	0.03505456	0.039090334	0.04982902	0.05461914	0.052831419	0.049688624
k141_1615764_2	Alphaproteobacteria	0.017807474	0.002767254	0.005367812	0.005777626	0.003667033	0.001182152	0.002856764
k141_1621880_2	Gammaproteobacteria	0.020381057	0.007564787	0.024862216	0.032296142	0.005369575	0.023120371	0.012276683
k141_1622635_1	unclassify	0.023252039	0.016014837	0.020861682	0.007714018	0.017369664	0.007057622	0.004002574
k141_1628186_1	Planctomycetes	0.005277331	0.008966595	0.008026674	0.011063828	0.003727834	0.015342925	0.018607945
k141_1641554_15	Alphaproteobacteria	0.030923748	0.014250123	0.033223801	0.009582913	0.005201951	0.011199307	0.015687901
k141_164189_1	unclassify	0.025935605	0.004934011	0.010807927	0.007230901	0.015637816	0.019280322	0.008751578
k141_164189_2	Planctomycetes	0.025935605	0.004934011	0.010807927	0.007230901	0.015637816	0.019280322	0.008751578
k141_1644812_6	Planctomycetes	0.011049472	0.015112025	0.014897359	0.031618702	0.010949152	0.010775994	0.016578394
k141_1646770_2	Planctomycetes	0.042887808	0.046713328	0.068599982	0.046389629	0.03588427	0.038336247	0.063177862
k141_1646946_6	Planctomycetes	0.014962316	0.010714613	0.021326155	0.013016099	0.007651004	0.063184887	0.008179181
k141_1649309_4	Planctomycetes	0.016664117	0.030135858	0.027358403	0.018704331	0.019839418	0.008895932	0.014180158
k141_1650280_3	Gemmatimonadetes	0.012904184	0.02329274	0.011340395	0.011007503	0.026855281	0.042821798	0.017220257
k141_1655563_2	unclassify	0.004309844	0.004799023	0.003228112	0.001326413	0.003406403	0.010107482	0.00425087
k141_1663789_4	Gammaproteobacteria	0.001476772	0	0.00629067	0.001087684	0.002763388	0	0
k141_1666988_5	Planctomycetes	0.021018712	0.007854106	0.013722314	0.002741162	0.008250308	0.009438814	0.015424761
k141_1675488_1	unclassify	0.0039399	0.002848127	0.015469481	0.007229153	0	0.004256612	0.002590659
k141_1676395_4	Gammaproteobacteria	0.05720837	0.028107495	0.031464067	0.025481625	0.024018843	0.032400858	0.027884487
k141_1679174_4	Thaumarchaeota	0.028261109	0.020040349	0.022956314	0.043715751	0.008330238	0.0067052	0.008316284
k141_1681379_2	Planctomycetes	0.02617186	0.022675097	0.035678901	0.023236346	0.030049563	0.025365552	0.019871041
k141_1681805_1	Planctomycetes	0.006641185	0.007871929	0.013924326	0.002069787	0.005135139	0.013382165	0.009412864
k141_1690179_3	unclassify	0.082944494	0.132470962	0.095315733	0.069352758	0.08653002	0.080911037	0.090777241
k141_1696655_3	Gemmatimonadetes	0.01578594	0.012228449	0.006817534	0.003824648	0.001641056	0.007036385	0.009496556
k141_1705996_2	Thaumarchaeota	0.017955572	0.008153794	0.023316244	0.102505616	0.020450744	0.00334244	0.00668081
k141_1711195_2	Gemmatimonadetes	0.027695613	0.008055267	0.017813805	0.010760053	0.009189198	0.020510213	0.016845944
k141_172082_1	Gammaproteobacteria	0.027749507	0.022162292	0.023733004	0.017114826	0.034233005	0.034118477	0.0324437
k141_1726479_6	Chloroflexi	0.045295872	0.056690351	0.071842328	0.045867097	0.057720635	0.043501363	0.059297015
k141_1728917_4	unclassify	0	0	0.002734016	0.000829074	0.001548489	0.001071562	0.009210957
k141_1729240_5	Gemmatimonadetes	0.017825178	0.014435189	0.009959188	0.006982105	0.001280783	0.009453961	0.017215943
k141_1730823_3	Bacteroidetes	0.034143661	0.019729993	0.029639009	0.036941149	0.057171215	0.038388161	0.054950311
k141_1733918_4	Planctomycetes	0.006250388	0.003608797	0.006904053	0.011278238	0.009258234	0.018637808	0.012923374
k141_1736923_4	Chloroflexi	0.004309844	0.004479088	0.007914397	0.019013179	0.008175366	0.005587552	0.00352215
k141_1737291_4	Gemmatimonadetes	0.010222681	0.00278612	0.012705181	0.010067738	0.013943383	0.015903991	0.014317575
k141_1737655_4	Alphaproteobacteria	0.027549497	0.0260773	0.032849957	0.015231279	0.01388248	0.040213799	0.027174948
k141_173771_1	Alphaproteobacteria	0.004104683	0.012848212	0.016413129	0.019209026	0.0222881	0.019979895	0.026288562
k141_1750918_1	Acidobacteria	0.020851484	0.009108583	0.012906859	0.009539399	0.030984401	0.012695864	0.010961426
k141_1757933_2	Planctomycetes	0.033952894	0.025070684	0.038208883	0.016449296	0.014423466	0.019240525	0.029344526
k141_1758713_6	unclassify	0.021711835	0.024916836	0.015592608	0.024130689	0.016756493	0.023305901	0.032166518
k141_1775531_5	Gammaproteobacteria	0.089916894	0.09501613	0.108222274	0.062585649	0.056264532	0.053901697	0.049375692
k141_1781871_1	Gemmatimonadetes	0.057687395	0.056510036	0.042186696	0.05665945	0.042111034	0.044105216	0.048027643
k141_1785333_1	Alphaproteobacteria	0.00339771	0.018340448	0.001667333	0.007031209	0	0.002710772	0.002496986
k141_1787196_1	Chloroflexi	0.013028804	0.006342124	0.024185351	0.011280002	0.008485731	0.00626734	0.009596932
k141_178847_15	Acidobacteria	0.043040365	0.037264956	0.051237621	0.050397352	0.055572822	0.059527046	0.050192533
k141_1789224_3	Chloroflexi	0.014654951	0.008861607	0.010834896	0.008109505	0.029417598	0.014210377	0.018522717
k141_1793731_5	Alphaproteobacteria	0.200409035	0.233932342	0.186462102	0.16576215	0.223795553	0.19415491	0.183758595
k141_1795044_4	Acidobacteria	0	0.004920297	0.014534944	0.009463671	0.007858091	0.008040715	0.011401606
k141_1799436_1	Alphaproteobacteria	0.044923091	0.058576236	0.054492966	0.05533812	0.065636789	0.045517456	0.051597489
k141_1800919_2	Thaumarchaeota	0.058871839	0.073541638	0.070515136	0.075705038	0.049262788	0.09310598	0.079572814
k141_1802386_8	unclassify	0.033453253	0.026469483	0.025299971	0.014393585	0.021652792	0.025545409	0.01624701
k141_1806435_6	unclassify	0.093431919	0.057689889	0.112311796	0.07711866	0.079730078	0.136014629	0.092448329
k141_1807265_4	Alphaproteobacteria	0.037100155	0.038290288	0.039645716	0.030094061	0.060318369	0.041819921	0.045871416
k141_1807897_2	other	0.007124283	0.010182812	0.012593822	0.00961071	0.00251954	0.032606294	0.012140278
k141_181787_1	Gammaproteobacteria	0.007258053	0.009651237	0.018931879	0.011836861	0.019970875	0.026170078	0.017305857
k141_1818658_8	Acidobacteria	0.053180283	0.062975049	0.072007035	0.091550399	0.099212585	0.085300101	0.0952439
k141_1825138_4	unclassify	0.014260143	0.041360255	0.012721732	0.008385651	0.007044308	0.01155484	0.008028779
k141_1826530_4	Chloroflexi	0.059555091	0.0623227	0.091322893	0.073035806	0.049089302	0.079427407	0.0603339
k141_1830519_8	Planctomycetes	0.031004548	0.021490944	0.024378758	0.022078236	0.030663983	0.033560405	0.023963752
k141_1837575_1	Chloroflexi	0.008689625	0.009188833	0.005939413	0.016810195	0.007716079	0.018496562	0.017911055
k141_1838129_3	Planctomycetes	0.013975508	0.012198787	0.024862004	0.016561375	0.017444753	0.013339669	0.027810178
k141_1841362_8	unclassify	0.080829403	0.057203937	0.115457701	0.101374027	0.075254096	0.115436985	0.097119763
k141_184319_1	Chloroflexi	0.010603923	0.004498094	0.006039873	0.006353836	0.010245467	0.022487132	0.005976471
k141_1847822_7	Planctomycetes	0.004441664	0.009191795	0.0160144	0.016313117	0.087419074	0.001439613	0.003918956
k141_1859874_4	Alphaproteobacteria	0.004960718	0.009088761	0.010541775	0.01071146	0.021887875	0.012725935	0.006688614
k141_1861014_3	Planctomycetes	0.00373549	0.01763817	0.008936309	0.00459859	0.00442867	0.001210731	0.006579242
k141_1862752_30	Gammaproteobacteria	0.037311358	0.050734282	0.039357706	0.050978025	0.037591213	0.041547217	0.051625083
k141_1869296_5	other	0.00698854	0.014756677	0.014570707	0.023843855	0.011197879	0.007107394	0.013911208
k141_1869893_2	Alphaproteobacteria	0.052189135	0.052614097	0.023516423	0.072964407	0.065183243	0.050690359	0.045759516
k141_1871456_2	Bacteroidetes	0.010961155	0.014510717	0.010509637	0.024296826	0.00417702	0.020131868	0.005019471
k141_1872881_4	Alphaproteobacteria	0.009951184	0.009374599	0.013537266	0.007051298	0.020318407	0.004945514	0.010804309
k141_1888033_3	unclassify	0.090260304	0.070131246	0.07477702	0.143076014	0.151079179	0.082995689	0.110174442
k141_1888726_1	Planctomycetes	0.001809213	0	0.007376568	0.001994449	0.002221691	0.003180444	0.002735495
k141_189000_1	Acidobacteria	0.012010424	0.009183233	0.010817902	0.01137778	0.011658022	0.027534838	0.013688803
k141_1891698_2	Bacteroidetes	0.147993074	0.130764953	0.12299554	0.18156673	0.210006701	0.170937967	0.18067802
k141_1892049_2	Nitrospirae	0.066661087	0.044410624	0.035784485	0.03412624	0.043736072	0.03481058	0.040895906
k141_189319_3	Nitrospinae	0.04336094	0.020408138	0.015637668	0.005393152	0.000901882	0.010043827	0.005418303
k141_1896507_3	Planctomycetes	0.047804196	0.041589388	0.039908752	0.045224375	0.069494094	0.047391182	0.042397588
k141_1900339_1	Chloroflexi	0.012714067	0.011882498	0.020422882	0.008867422	0.01677228	0.007263331	0.015652563
k141_1901383_2	Thaumarchaeota	0.170485109	0.276107501	0.35585728	0.214111261	0.220332572	0.240863414	0.261717933
k141_1916307_3	unclassify	0.0147351	0.01497915	0.013965366	0.016488458	0.019106764	0.031397179	0.027624998
k141_1918403_2	Planctomycetes	0.033707853	0.011337625	0.010902097	0.004048561	0.004726017	0.007357951	0.006530703
k141_1923346_2	unclassify	0.057671474	0.041784523	0.042694397	0.070922342	0.060322978	0.052112898	0.048670433
k141_1925084_2	Alphaproteobacteria	0.279384688	0.278891864	0.264673129	0.328798531	0.385735779	0.327072474	0.330607498
k141_1944837_1	Planctomycetes	0.019741664	0.030318867	0.011070564	0.004783294	0.021197162	0.007395134	0.014713054
k141_1950845_6	Acidobacteria	0.043407931	0.020416942	0.039136983	0.045316177	0.03997038	0.01904371	0.031829096
k141_1966451_4	Gammaproteobacteria	0.023649786	0.05462179	0.027816536	0.030440503	0.03004162	0.052334481	0.024510775
k141_197161_3	Gammaproteobacteria	0.018385586	0.020898461	0.014865659	0.014293068	0.034679058	0.021520781	0.01357784
k141_1971902_2	Chloroflexi	0.033255137	0.019562944	0.014976846	0.023391908	0.021996847	0.037609852	0.026292753
k141_1972359_7	unclassify	0.047562873	0.043810933	0.048295035	0.03098831	0.039337482	0.055970062	0.047422759
k141_1972723_5	unclassify	0.015496595	0.021612613	0.009906263	0.013674115	0.003171928	0.007838515	0.003261495
k141_1974768_1	Planctomycetes	0.009729559	0.012272605	0.022678938	0.012513924	0.010612408	0.020282344	0.008226556
k141_1975885_1	Alphaproteobacteria	0.030828761	0.005708576	0.015330527	0.02455461	0.022684042	0.015284108	0.039874372
k141_1976748_2	Planctomycetes	0.003784553	0.004322164	0	0.014889995	0	0.003774256	0.002552319
k141_1982502_1	Chloroflexi	0.00186828	0	0	0.014793393	0.001003546	0.007783821	0.000834887
k141_1984879_9	Alphaproteobacteria	0.070832451	0.053357156	0.047828671	0.104237346	0.160474256	0.099384766	0.075890262
k141_1993183_8	Gammaproteobacteria	0.072529217	0.062096798	0.055289004	0.0523461	0.054752943	0.05590646	0.067582457
k141_1999833_2	Planctomycetes	0.005307112	0.007562852	0.004943597	0.012601923	0.002487076	0.00579852	0.051071635
k141_2000502_1	Chloroflexi	0.010990637	0.018206207	0.006224083	0.010331291	0.012411	0.013194437	0.007377006
k141_200137_1	unclassify	0.011008621	0.006356068	0.002912245	0.002247946	0	0.004757423	0.007163973
k141_2007604_12	Chloroflexi	0.020005541	0.012280227	0.019325083	0.038559504	0.012607583	0.037357065	0.03612138
k141_2008895_1	Gammaproteobacteria	0.032577858	0.021866547	0.010576543	0.034885408	0.037082313	0.027070806	0.033336946
k141_2009839_1	Chloroflexi	0.016354588	0.002117984	0.003298982	0.011415188	0.003382582	0.003698986	0.007102242
k141_2023286_1	Thaumarchaeota	0.271467006	0.232389689	0.278528248	0.226685255	0.162501854	0.314870765	0.247111044
k141_2026414_1	unclassify	0.015909822	0.005455289	0.009303708	0.019231442	0.025892033	0.024859834	0.01713181
k141_2038820_4	Acidobacteria	0.014606011	0.02814767	0.008992834	0.003001367	0.007989473	0.013617575	0.011097421
k141_2041648_3	Planctomycetes	0.001862062	0.024871064	0.002969706	0.00114615	0	0	0
k141_2042928_2	Alphaproteobacteria	0.022810333	0.009143772	0.012499177	0.00615681	0.009041293	0.005437854	0.00438771
k141_2043623_3	Gemmatimonadetes	0.001524118	0.022670343	0.007881754	0.000637092	0.012091231	0.002064438	0.002094097
k141_2062398_5	Alphaproteobacteria	0.06980283	0.062625991	0.057647331	0.04564172	0.035880131	0.048751845	0.067142049
k141_206653_4	Alphaproteobacteria	0.031129807	0.038527422	0.049180855	0.034402538	0.00951883	0.013240862	0.019510752
k141_2071039_1	unclassify	0.05148228	0.033194714	0.044939363	0.061347943	0.099678702	0.073569614	0.054952294
k141_2075034_1	Alphaproteobacteria	0.005773564	0.00750036	0.022633487	0.003553785	0.004824054	0.009343148	0.008690986
k141_2077554_3	Planctomycetes	0.015904705	0.017568536	0.010632283	0.013641203	0.015483812	0.008643055	0.025124367
k141_207847_4	unclassify	0.00334425	0.005044906	0.007295564	0.007484033	0.013763621	0.013285812	0.002850837
k141_2079466_3	Gammaproteobacteria	0.029566476	0.022548298	0.01355925	0.011912156	0.005261521	0.011601884	0.013131767
k141_2080024_2	Acidobacteria	0.009734168	0.013572199	0.003675478	0.008450446	0.028311298	0.007718537	0.009092238
k141_2081856_4	Planctomycetes	0.040708933	0.024963847	0.039782038	0.041941989	0.053445722	0.045388196	0.05382595
k141_2085483_3	Bacteroidetes	0.005778756	0.004399207	0.003949817	0.007785433	0.007811183	0.026810452	0.002171308
k141_2095829_4	Planctomycetes	0.021955063	0.005230018	0.014853321	0.003548135	0.009800879	0.020248726	0.010342309
k141_2099075_6	Bacteroidetes	0.049884226	0.053348257	0.042536775	0.140956771	0.1231704	0.117327323	0.093329395
k141_2115809_1	Betaproteobacteria	0.102066935	0.09575202	0.088575093	0.079508838	0.059903544	0.072828568	0.080236611
k141_2123484_1	Planctomycetes	0.019196685	0.003269637	0.000677808	0.004253517	0.004414806	0.009510026	0.013413857
k141_212467_2	Chloroflexi	0	0.021901727	0.002867905	0	0	0.008159687	0.003547249
k141_212601_8	Acidobacteria	0.048306654	0.018062282	0.029717336	0.058135066	0.03339818	0.047504838	0.048141351
k141_2130257_2	Chloroflexi	0.010440255	0.005464659	0.015852071	0.002373782	0.00353646	0.003432191	0.002942113
k141_2132319_4	Planctomycetes	0.008486873	0.01091268	0.021430848	0.00609455	0.004471888	0.010086005	0.004650413
k141_2132522_3	Alphaproteobacteria	0.03909052	0.04996428	0.03493362	0.058377118	0.054487635	0.065075433	0.048120151
k141_2134672_1	Planctomycetes	0.004017491	0	0.001601822	0.005563968	0.003175334	0	0.009821383
k141_2134747_1	unclassify	0.026920725	0.019936619	0.027835847	0.007732869	0.009169602	0.013927448	0.013621781
k141_2136852_4	Chloroflexi	0	0.004563356	0.007738164	0.018207426	0.010423038	0.007969745	0.004147987
k141_214557_1	Planctomycetes	0.026459596	0.01439196	0.012532281	0.031524542	0.041862662	0.023773864	0.026069313
k141_2147705_4	Planctomycetes	0.005713673	0.013845336	0.003688368	0.004823205	0.006021276	0.00707246	0.001171824
k141_2148926_1	Planctomycetes	0.011730038	0.001483049	0.01096968	0.00855527	0.00507545	0.006475237	0.018278544
k141_2149178_1	Planctomycetes	0.020404749	0.002706001	0.006028178	0.000747918	0.003512231	0.003690732	0.002385503
k141_2152539_1	Acidobacteria	0.026428254	0.013394816	0.010981775	0.027096307	0.046090744	0.015686234	0.026695882
k141_2152663_8	Gammaproteobacteria	0.023981704	0.02016078	0.028337541	0.017286882	0.024372162	0.021160865	0.018212757
k141_2158307_3	Chloroflexi	0.019236253	0.008409184	0.015108141	0.01613494	0.018582541	0.015834341	0.009637097
k141_2160317_1	Thaumarchaeota	0.026278533	0.030608162	0.023459771	0.028514475	0.021907358	0.041207433	0.026206938
k141_2161483_1	Planctomycetes	0.018051365	0.009216755	0.017224297	0.020732729	0.030967228	0.024708348	0.015382924
k141_216329_1	unclassify	0.01226744	0.031314627	0.008982705	0.005754078	0.007714454	0.004044685	0.006417942
k141_216364_2	Gammaproteobacteria	0.142854941	0.207335806	0.196778449	0.131487051	0.126237721	0.097413731	0.126295253
k141_2165196_1	unclassify	0.015619434	0.01370301	0.009058409	0.020608066	0.013467541	0.006443187	0.011204149
k141_2171531_1	Alphaproteobacteria	0.017425604	0.054408133	0.030740774	0.025110949	0.018395377	0.024942674	0.019520636
k141_2191739_1	Gammaproteobacteria	0.023697661	0.023257892	0.026656651	0.025424418	0.019714197	0.01890587	0.021464544
k141_2194541_5	Alphaproteobacteria	0.0242417	0.021614556	0.028362349	0.018233197	0.018565679	0.014940525	0.027729534
k141_2196247_4	Gammaproteobacteria	0.251335678	0.124247049	0.196350963	0.102059983	0.067669835	0.123353445	0.104290303
k141_2197424_9	Gammaproteobacteria	0.054008376	0.041757951	0.042619668	0.051211866	0.053167333	0.056029901	0.061679735
k141_2200732_4	Thaumarchaeota	0.001828679	0.002714985	0.004374697	0.007437008	0	0.002370814	0.001202437
k141_2212269_10	Gammaproteobacteria	0.058138517	0.015307366	0.024175608	0.020449048	0.013560126	0.009197695	0.024865216
k141_2215185_2	Chloroflexi	0.023920448	0.015298109	0.020922921	0.015270547	0.008434125	0.013552871	0.011639407
