rps3	phylum	phylum_merge	average	type
k141_6205929_5	other	unclassify	0.01353349	low
k141_4909406_9	other	unclassify	0.013482406	low
k141_6964051_1	other	unclassify	0.013446568	low
k141_5099155_4	other	unclassify	0.013438154	low
k141_4262189_5	other	unclassify	0.013431028	low
k141_10673870_4	other	unclassify	0.013317154	low
k141_164189_1	other	unclassify	0.013225451	low
k141_7810863_1	other	unclassify	0.013177771	low
k141_1248352_3	other	unclassify	0.013134654	low
k141_7888562_1	other	unclassify	0.013003209	low
k141_2165196_1	other	unclassify	0.012871971	low
k141_4701045_6	other	unclassify	0.012799672	low
k141_918501_5	other	unclassify	0.012791844	low
k141_4929773_2	other	unclassify	0.012708973	low
k141_8395249_3	other	unclassify	0.01266317	low
k141_6041697_4	other	unclassify	0.012628667	low
k141_3950473_1	other	unclassify	0.012618668	low
k141_8022717_1	other	unclassify	0.012603283	low
k141_9680976_3	other	unclassify	0.012584153	low
k141_4610602_3	other	unclassify	0.012514772	low
k141_9373305_2	other	unclassify	0.012485496	low
k141_10561862_1	other	unclassify	0.012408506	low
k141_3994610_2	other	unclassify	0.012268506	low
k141_4461478_1	other	unclassify	0.012236126	low
k141_10301383_1	other	unclassify	0.011630483	low
k141_4522372_4	other	unclassify	0.01155234	low
k141_4106034_1	other	unclassify	0.011495528	low
k141_5150159_4	other	unclassify	0.011413695	low
k141_2295310_6	other	unclassify	0.011347499	low
k141_4055950_4	other	unclassify	0.011290766	low
k141_5437694_3	other	unclassify	0.01120753	low
k141_8089955_2	other	unclassify	0.011186022	low
k141_8360443_2	other	unclassify	0.011126293	low
k141_3451603_6	other	unclassify	0.011125104	low
k141_5478664_1	other	unclassify	0.011098495	low
k141_4294996_3	other	unclassify	0.011075152	low
k141_6805590_2	other	unclassify	0.011058883	low
k141_8994323_2	other	unclassify	0.011027833	low
k141_6298190_4	other	unclassify	0.010934192	low
k141_216329_1	other	unclassify	0.01092799	low
k141_737813_5	other	unclassify	0.010897363	low
k141_6957982_1	other	unclassify	0.010863532	low
k141_43534_1	other	unclassify	0.010816824	low
k141_2657491_2	other	unclassify	0.010762018	low
k141_1972723_5	other	unclassify	0.010708789	low
k141_623522_4	other	unclassify	0.010699658	low
k141_6433900_4	other	unclassify	0.010605626	low
k141_7974503_2	other	unclassify	0.010583891	low
k141_8220168_6	other	unclassify	0.010558187	low
k141_3134729_2	other	unclassify	0.010540623	low
k141_6899157_5	other	unclassify	0.010539111	low
k141_9125029_1	other	unclassify	0.010512721	low
k141_5114370_1	other	unclassify	0.010341312	low
k141_3724093_2	other	unclassify	0.010139823	low
k141_9656187_3	other	unclassify	0.010080063	low
k141_550375_1	other	unclassify	0.010010867	low
k141_3734654_1	other	unclassify	0.009953479	low
k141_9132070_4	other	unclassify	0.009920763	low
k141_5212252_1	other	unclassify	0.009841539	low
k141_9599907_6	other	unclassify	0.009651062	low
k141_732916_1	other	unclassify	0.009542727	low
k141_7833832_1	other	unclassify	0.009514036	low
k141_10649884_7	other	unclassify	0.009426451	low
k141_842919_3	other	unclassify	0.009425097	low
k141_5389906_1	other	unclassify	0.009399984	low
k141_10480715_1	other	unclassify	0.009341317	low
k141_4226275_8	other	unclassify	0.009319386	low
k141_6493333_1	other	unclassify	0.008924198	low
k141_9523641_4	other	unclassify	0.00890877	low
k141_435867_6	other	unclassify	0.008833379	low
k141_7981576_4	other	unclassify	0.008748898	low
k141_7776149_5	other	unclassify	0.008667554	low
k141_2462171_3	other	unclassify	0.008665259	low
k141_3236556_1	other	unclassify	0.008443018	low
k141_5008504_1	other	unclassify	0.008400825	low
k141_2413882_1	other	unclassify	0.008239019	low
k141_1391541_5	other	unclassify	0.008072209	low
k141_6357655_1	other	unclassify	0.007975917	low
k141_44015_4	other	unclassify	0.007938548	low
k141_8342286_4	other	unclassify	0.007788608	low
k141_2670206_2	other	unclassify	0.007752551	low
k141_9647802_2	other	unclassify	0.007590248	low
k141_207847_4	other	unclassify	0.007581289	low
k141_2675323_2	other	unclassify	0.00748085	low
k141_4604146_2	other	unclassify	0.0073922	low
k141_6917070_1	other	unclassify	0.007390691	low
k141_7073906_1	other	unclassify	0.00736905	low
k141_6906681_3	other	unclassify	0.007250311	low
k141_1413816_1	other	unclassify	0.007170801	low
k141_7974686_4	other	unclassify	0.007079423	low
k141_9733188_3	other	unclassify	0.006948203	low
k141_4169463_4	other	unclassify	0.006843088	low
k141_3929039_4	other	unclassify	0.006648938	low
k141_1287565_2	other	unclassify	0.006590297	low
k141_10544201_1	other	unclassify	0.006589311	low
k141_4491633_1	other	unclassify	0.006573801	low
k141_7343554_6	other	unclassify	0.006537613	low
k141_9214148_3	other	unclassify	0.00652307	low
k141_8407885_1	other	unclassify	0.006214813	low
k141_9302098_4	other	unclassify	0.006213374	low
k141_6522258_1	other	unclassify	0.00618097	low
k141_6070914_2	other	unclassify	0.006176217	low
k141_7648920_3	other	unclassify	0.006173245	low
k141_2501173_1	other	unclassify	0.006160169	low
k141_3984609_1	other	unclassify	0.006036203	low
k141_156011_3	other	unclassify	0.005935499	low
k141_2622043_3	other	unclassify	0.005873278	low
k141_2258748_1	other	unclassify	0.005688449	low
k141_139398_1	other	unclassify	0.005655307	low
k141_3167910_3	other	unclassify	0.005588169	low
k141_11296642_1	other	unclassify	0.005463891	low
k141_7834620_4	other	unclassify	0.005459417	low
k141_1006508_5	other	unclassify	0.005326843	low
k141_2513859_1	other	unclassify	0.005258682	low
k141_572694_1	other	unclassify	0.005208696	low
k141_1675488_1	other	unclassify	0.005190562	low
k141_963591_1	other	unclassify	0.005164038	low
k141_6277927_1	other	unclassify	0.005123077	low
k141_6343551_1	other	unclassify	0.005113079	low
k141_200137_1	other	unclassify	0.004920897	low
k141_3541145_2	other	unclassify	0.004915784	low
k141_2808873_1	other	unclassify	0.004814525	low
k141_4712094_1	other	unclassify	0.004753122	low
k141_8528718_1	other	unclassify	0.004544693	low
k141_4664375_1	other	unclassify	0.004519938	low
k141_1655563_2	other	unclassify	0.004489735	low
k141_8688983_4	other	unclassify	0.004375022	low
k141_3486970_1	other	unclassify	0.004358098	low
k141_1409060_2	other	unclassify	0.004239471	low
k141_9919842_2	other	unclassify	0.004122447	low
k141_4291454_3	other	unclassify	0.004118191	low
k141_154659_1	other	unclassify	0.004108914	low
k141_8682869_1	other	unclassify	0.003956789	low
k141_3762827_2	other	unclassify	0.003752439	low
k141_6595693_1	other	unclassify	0.003652668	low
k141_10489074_1	other	unclassify	0.003358342	low
k141_10651201_3	other	unclassify	0.003251154	low
k141_36561_2	other	unclassify	0.00323812	low
k141_3211412_3	other	unclassify	0.003136197	low
k141_5776538_1	other	unclassify	0.002894057	low
k141_3028986_3	other	unclassify	0.002723964	low
k141_1728917_4	other	unclassify	0.002199157	low
k141_5717234_1	other	unclassify	0.001527778	low
k141_1807897_2	Parcubacteria	other	0.01239682	low
k141_6092881_3	Parcubacteria	other	0.009303034	low
k141_31773_1	Parcubacteria	other	0.00738159	low
k141_6373882_4	Parcubacteria	other	0.00511384	low
k141_4998320_1	Parcubacteria	other	0.003881461	low
k141_5492826_4	Planctomycetes	Planctomycetes	0.341309253	high
k141_8155151_2	Planctomycetes	Planctomycetes	0.179485165	low
k141_4493205_1	Planctomycetes	Planctomycetes	0.146199066	low
k141_3190934_11	Planctomycetes	Planctomycetes	0.145018337	low
k141_4756352_45	Planctomycetes	Planctomycetes	0.106383985	low
k141_5601719_28	Planctomycetes	Planctomycetes	0.086634174	low
k141_891477_3	Planctomycetes	Planctomycetes	0.078566634	low
k141_4877898_4	Planctomycetes	Planctomycetes	0.07338533	low
k141_4321282_6	Planctomycetes	Planctomycetes	0.0730248	low
k141_5670530_1	Planctomycetes	Planctomycetes	0.054781496	low
k141_8556007_2	Planctomycetes	Planctomycetes	0.054182383	low
k141_5628878_9	Planctomycetes	Planctomycetes	0.05346081	low
k141_6625229_1	Planctomycetes	Planctomycetes	0.052247897	low
k141_1646770_2	Planctomycetes	Planctomycetes	0.048855589	low
k141_10516401_1	Planctomycetes	Planctomycetes	0.048449207	low
k141_3892159_2	Planctomycetes	Planctomycetes	0.048167172	low
k141_1896507_3	Planctomycetes	Planctomycetes	0.047687082	low
k141_1608686_5	Planctomycetes	Planctomycetes	0.046733241	low
k141_3540194_4	Planctomycetes	Planctomycetes	0.046024485	low
k141_246383_2	Planctomycetes	Planctomycetes	0.045689567	low
k141_5906508_1	Planctomycetes	Planctomycetes	0.043285634	low
k141_2081856_4	Planctomycetes	Planctomycetes	0.042865239	low
k141_4019647_8	Planctomycetes	Planctomycetes	0.042536387	low
k141_7744770_6	Planctomycetes	Planctomycetes	0.042415262	low
k141_3895381_2	Planctomycetes	Planctomycetes	0.041605707	low
k141_8595857_7	Planctomycetes	Planctomycetes	0.04003457	low
k141_8378467_1	Planctomycetes	Planctomycetes	0.03924422	low
k141_11179938_5	Planctomycetes	Planctomycetes	0.038012913	low
k141_6497858_1	Planctomycetes	Planctomycetes	0.034831678	low
k141_7135539_1	Planctomycetes	Planctomycetes	0.034625625	low
k141_4420682_1	Planctomycetes	Planctomycetes	0.032655016	low
k141_10550010_1	Planctomycetes	Planctomycetes	0.032333893	low
k141_1444466_4	Planctomycetes	Planctomycetes	0.03157067	low
k141_4260719_2	Planctomycetes	Planctomycetes	0.031180172	low
k141_238304_4	Planctomycetes	Planctomycetes	0.031114713	low
k141_8559966_3	Planctomycetes	Planctomycetes	0.03066117	low
k141_10817750_4	Planctomycetes	Planctomycetes	0.030388548	low
k141_3226182_4	Planctomycetes	Planctomycetes	0.030220021	low
k141_7416493_4	Planctomycetes	Planctomycetes	0.030102054	low
k141_4628374_8	Planctomycetes	Planctomycetes	0.029874351	low
k141_27000_1	Planctomycetes	Planctomycetes	0.029814107	low
k141_4080303_1	Planctomycetes	Planctomycetes	0.029153116	low
k141_643453_1	Planctomycetes	Planctomycetes	0.029072098	low
k141_1345960_7	Planctomycetes	Planctomycetes	0.029018427	low
k141_6325900_3	Planctomycetes	Planctomycetes	0.028986437	low
k141_5102922_6	Planctomycetes	Planctomycetes	0.028740506	low
k141_537981_13	Planctomycetes	Planctomycetes	0.028682492	low
k141_8796604_1	Planctomycetes	Planctomycetes	0.02862932	low
k141_4574701_1	Planctomycetes	Planctomycetes	0.028423296	low
k141_7187904_3	Planctomycetes	Planctomycetes	0.028340371	low
k141_3975552_5	Planctomycetes	Planctomycetes	0.027958639	low
k141_3542406_5	Planctomycetes	Planctomycetes	0.027729031	low
k141_4928453_7	Planctomycetes	Planctomycetes	0.027594524	low
k141_8433137_4	Planctomycetes	Planctomycetes	0.027339158	low
k141_1830519_8	Planctomycetes	Planctomycetes	0.026734375	low
k141_1319760_2	Planctomycetes	Planctomycetes	0.026626498	low
k141_3293918_5	Planctomycetes	Planctomycetes	0.026608451	low
k141_8524757_3	Planctomycetes	Planctomycetes	0.026459479	low
k141_3774624_1	Planctomycetes	Planctomycetes	0.026264295	low
k141_2911979_1	Planctomycetes	Planctomycetes	0.026246203	low
k141_4193871_9	Planctomycetes	Planctomycetes	0.026213753	low
k141_1681379_2	Planctomycetes	Planctomycetes	0.026149766	low
k141_6845038_3	Planctomycetes	Planctomycetes	0.026084263	low
k141_2503030_3	Planctomycetes	Planctomycetes	0.025796343	low
k141_4494925_2	Planctomycetes	Planctomycetes	0.025548815	low
k141_4906627_6	Planctomycetes	Planctomycetes	0.025538806	low
k141_8464137_3	Planctomycetes	Planctomycetes	0.025255878	low
k141_880274_1	Planctomycetes	Planctomycetes	0.025252323	low
k141_1757933_2	Planctomycetes	Planctomycetes	0.025241468	low
k141_214557_1	Planctomycetes	Planctomycetes	0.025230603	low
k141_7739411_2	Planctomycetes	Planctomycetes	0.025106802	low
k141_10764464_5	Planctomycetes	Planctomycetes	0.02440516	low
k141_4305114_3	Planctomycetes	Planctomycetes	0.024278895	low
k141_5773894_2	Planctomycetes	Planctomycetes	0.02400283	low
k141_2840377_1	Planctomycetes	Planctomycetes	0.02396006	low
k141_8659015_1	Planctomycetes	Planctomycetes	0.023901561	low
k141_4821217_8	Planctomycetes	Planctomycetes	0.023651364	low
k141_1034777_1	Planctomycetes	Planctomycetes	0.023536096	low
k141_2771614_5	Planctomycetes	Planctomycetes	0.023485665	low
k141_4132686_1	Planctomycetes	Planctomycetes	0.022909963	low
k141_3444413_2	Planctomycetes	Planctomycetes	0.022625919	low
k141_8346173_7	Planctomycetes	Planctomycetes	0.022612072	low
k141_7629326_2	Planctomycetes	Planctomycetes	0.022311297	low
k141_6353731_2	Planctomycetes	Planctomycetes	0.022232076	low
k141_4244441_2	Planctomycetes	Planctomycetes	0.022176639	low
k141_6280333_4	Planctomycetes	Planctomycetes	0.021986653	low
k141_9883408_2	Planctomycetes	Planctomycetes	0.021636869	low
k141_5132318_1	Planctomycetes	Planctomycetes	0.021376074	low
k141_3312441_5	Planctomycetes	Planctomycetes	0.02123709	low
k141_5463521_7	Planctomycetes	Planctomycetes	0.020892443	low
k141_7349979_2	Planctomycetes	Planctomycetes	0.020751477	low
k141_660736_3	Planctomycetes	Planctomycetes	0.020713804	low
k141_1514162_1	Planctomycetes	Planctomycetes	0.020696928	low
k141_4485600_2	Planctomycetes	Planctomycetes	0.020692551	low
k141_9816696_1	Planctomycetes	Planctomycetes	0.020683541	low
k141_5026844_2	Planctomycetes	Planctomycetes	0.020454572	low
k141_6589759_1	Planctomycetes	Planctomycetes	0.020412123	low
k141_6842531_3	Planctomycetes	Planctomycetes	0.020235394	low
k141_10644428_3	Planctomycetes	Planctomycetes	0.020233897	low
k141_4712210_5	Planctomycetes	Planctomycetes	0.02010289	low
k141_10252350_2	Planctomycetes	Planctomycetes	0.020051681	low
k141_5349661_7	Planctomycetes	Planctomycetes	0.019941285	low
k141_1646946_6	Planctomycetes	Planctomycetes	0.019862036	low
k141_1847822_7	Planctomycetes	Planctomycetes	0.019819803	low
k141_6257742_2	Planctomycetes	Planctomycetes	0.019727752	low
k141_8671619_2	Planctomycetes	Planctomycetes	0.019687289	low
k141_5305765_2	Planctomycetes	Planctomycetes	0.019579519	low
k141_6762288_1	Planctomycetes	Planctomycetes	0.019545398	low
k141_2161483_1	Planctomycetes	Planctomycetes	0.019469092	low
k141_9354591_3	Planctomycetes	Planctomycetes	0.019442614	low
k141_9784535_1	Planctomycetes	Planctomycetes	0.019403631	low
k141_1649309_4	Planctomycetes	Planctomycetes	0.019396888	low
k141_5202848_6	Planctomycetes	Planctomycetes	0.019379022	low
k141_64738_2	Planctomycetes	Planctomycetes	0.019262525	low
k141_7448582_1	Planctomycetes	Planctomycetes	0.019185607	low
k141_7690103_13	Planctomycetes	Planctomycetes	0.019065602	low
k141_141269_3	Planctomycetes	Planctomycetes	0.01905976	low
k141_9739264_2	Planctomycetes	Planctomycetes	0.018680282	low
k141_108512_1	Planctomycetes	Planctomycetes	0.018554846	low
k141_2903927_4	Planctomycetes	Planctomycetes	0.018446234	low
k141_703328_5	Planctomycetes	Planctomycetes	0.018410424	low
k141_7956413_4	Planctomycetes	Planctomycetes	0.018233523	low
k141_3986167_4	Planctomycetes	Planctomycetes	0.018223924	low
k141_4531087_6	Planctomycetes	Planctomycetes	0.018191642	low
k141_5218557_8	Planctomycetes	Planctomycetes	0.018174279	low
k141_1838129_3	Planctomycetes	Planctomycetes	0.018027468	low
k141_9107433_2	Planctomycetes	Planctomycetes	0.017897217	low
k141_9337840_2	Planctomycetes	Planctomycetes	0.017771209	low
k141_8420508_3	Planctomycetes	Planctomycetes	0.017634719	low
k141_8319840_2	Planctomycetes	Planctomycetes	0.017545623	low
k141_674197_2	Planctomycetes	Planctomycetes	0.017504821	low
k141_11505509_2	Planctomycetes	Planctomycetes	0.017491516	low
k141_4913630_4	Planctomycetes	Planctomycetes	0.017273227	low
k141_5344019_1	Planctomycetes	Planctomycetes	0.017269044	low
k141_8023379_3	Planctomycetes	Planctomycetes	0.01716223	low
k141_8843651_1	Planctomycetes	Planctomycetes	0.017093426	low
k141_3674577_6	Planctomycetes	Planctomycetes	0.017022808	low
k141_3215429_1	Planctomycetes	Planctomycetes	0.016984455	low
k141_1039726_1	Planctomycetes	Planctomycetes	0.016882875	low
k141_2700747_1	Planctomycetes	Planctomycetes	0.016819757	low
k141_3704275_2	Planctomycetes	Planctomycetes	0.016624985	low
k141_6074632_2	Planctomycetes	Planctomycetes	0.016611284	low
k141_9327369_3	Planctomycetes	Planctomycetes	0.016609247	low
k141_9327369_2	Planctomycetes	Planctomycetes	0.016609247	low
k141_3184950_1	Planctomycetes	Planctomycetes	0.016552583	low
k141_674169_2	Planctomycetes	Planctomycetes	0.01650862	low
k141_10941641_4	Planctomycetes	Planctomycetes	0.016413397	low
k141_2476503_13	Planctomycetes	Planctomycetes	0.016356135	low
k141_6407568_1	Planctomycetes	Planctomycetes	0.016343781	low
k141_9342341_1	Planctomycetes	Planctomycetes	0.016202777	low
k141_2751462_3	Planctomycetes	Planctomycetes	0.016107923	low
k141_7158194_1	Planctomycetes	Planctomycetes	0.016100394	low
k141_1644812_6	Planctomycetes	Planctomycetes	0.015854443	low
k141_5859118_2	Planctomycetes	Planctomycetes	0.015718454	low
k141_1944837_1	Planctomycetes	Planctomycetes	0.01560282	low
k141_4871037_6	Planctomycetes	Planctomycetes	0.015407318	low
k141_8383293_2	Planctomycetes	Planctomycetes	0.015396568	low
k141_2077554_3	Planctomycetes	Planctomycetes	0.015285423	low
k141_1406094_2	Planctomycetes	Planctomycetes	0.015265579	low
k141_7981549_2	Planctomycetes	Planctomycetes	0.015146085	low
k141_7860352_1	Planctomycetes	Planctomycetes	0.015052736	low
k141_10127605_2	Planctomycetes	Planctomycetes	0.015038499	low
k141_8851916_8	Planctomycetes	Planctomycetes	0.014958305	low
k141_7242296_4	Planctomycetes	Planctomycetes	0.01484455	low
k141_5152207_4	Planctomycetes	Planctomycetes	0.014735618	low
k141_977747_3	Planctomycetes	Planctomycetes	0.014641709	low
k141_763042_1	Planctomycetes	Planctomycetes	0.014494274	low
k141_522589_3	Planctomycetes	Planctomycetes	0.014430071	low
k141_3818983_4	Planctomycetes	Planctomycetes	0.014413414	low
k141_2727116_1	Planctomycetes	Planctomycetes	0.014393263	low
k141_1502077_3	Planctomycetes	Planctomycetes	0.014370879	low
k141_401343_1	Planctomycetes	Planctomycetes	0.014316079	low
k141_2400988_1	Planctomycetes	Planctomycetes	0.014302435	low
k141_8525194_3	Planctomycetes	Planctomycetes	0.014244589	low
k141_5670669_2	Planctomycetes	Planctomycetes	0.014115931	low
k141_348710_3	Planctomycetes	Planctomycetes	0.014060591	low
k141_5184141_9	Planctomycetes	Planctomycetes	0.01399532	low
k141_1147836_3	Planctomycetes	Planctomycetes	0.013800852	low
k141_1427507_1	Planctomycetes	Planctomycetes	0.013779881	low
k141_1974768_1	Planctomycetes	Planctomycetes	0.013759476	low
k141_9877531_2	Planctomycetes	Planctomycetes	0.013603435	low
k141_7113073_1	Planctomycetes	Planctomycetes	0.013577864	low
k141_3945256_1	Planctomycetes	Planctomycetes	0.013393994	low
k141_4561244_1	Planctomycetes	Planctomycetes	0.013296947	low
k141_164189_2	Planctomycetes	Planctomycetes	0.013225451	low
k141_3437203_3	Planctomycetes	Planctomycetes	0.012969024	low
k141_5022294_1	Planctomycetes	Planctomycetes	0.012940896	low
k141_8030530_2	Planctomycetes	Planctomycetes	0.012936475	low
k141_5028712_2	Planctomycetes	Planctomycetes	0.01293337	low
k141_1999833_2	Planctomycetes	Planctomycetes	0.012824674	low
k141_6301734_4	Planctomycetes	Planctomycetes	0.012805415	low
k141_506026_1	Planctomycetes	Planctomycetes	0.012734379	low
k141_5703174_1	Planctomycetes	Planctomycetes	0.012533739	low
k141_7818237_1	Planctomycetes	Planctomycetes	0.012331886	low
k141_2095829_4	Planctomycetes	Planctomycetes	0.012282636	low
k141_8865704_6	Planctomycetes	Planctomycetes	0.012282003	low
k141_9161179_4	Planctomycetes	Planctomycetes	0.012219509	low
k141_5921660_1	Planctomycetes	Planctomycetes	0.012128291	low
k141_3590485_2	Planctomycetes	Planctomycetes	0.012111935	low
k141_8820783_4	Planctomycetes	Planctomycetes	0.012019012	low
k141_559286_4	Planctomycetes	Planctomycetes	0.012013911	low
k141_4109761_4	Planctomycetes	Planctomycetes	0.011866108	low
k141_5189392_1	Planctomycetes	Planctomycetes	0.011861708	low
k141_8691499_2	Planctomycetes	Planctomycetes	0.011828961	low
k141_6709266_3	Planctomycetes	Planctomycetes	0.011828404	low
k141_253621_2	Planctomycetes	Planctomycetes	0.01172782	low
k141_6195036_4	Planctomycetes	Planctomycetes	0.011670744	low
k141_8402483_4	Planctomycetes	Planctomycetes	0.011620751	low
k141_2567487_1	Planctomycetes	Planctomycetes	0.011609613	low
k141_8666947_3	Planctomycetes	Planctomycetes	0.011569017	low
k141_2775389_1	Planctomycetes	Planctomycetes	0.011544721	low
k141_791329_5	Planctomycetes	Planctomycetes	0.01151895	low
k141_8633602_2	Planctomycetes	Planctomycetes	0.01150424	low
k141_3583962_1	Planctomycetes	Planctomycetes	0.01145011	low
k141_4451984_3	Planctomycetes	Planctomycetes	0.011430061	low
k141_6812577_4	Planctomycetes	Planctomycetes	0.011380501	low
k141_1918403_2	Planctomycetes	Planctomycetes	0.011230115	low
k141_5139593_3	Planctomycetes	Planctomycetes	0.011226177	low
k141_1666988_5	Planctomycetes	Planctomycetes	0.011207168	low
k141_8401481_3	Planctomycetes	Planctomycetes	0.01120138	low
k141_8467536_5	Planctomycetes	Planctomycetes	0.01119316	low
k141_321819_3	Planctomycetes	Planctomycetes	0.011126558	low
k141_8761181_1	Planctomycetes	Planctomycetes	0.01111597	low
k141_5817018_1	Planctomycetes	Planctomycetes	0.011024329	low
k141_4240604_6	Planctomycetes	Planctomycetes	0.01102178	low
k141_7218847_3	Planctomycetes	Planctomycetes	0.010994856	low
k141_4499230_5	Planctomycetes	Planctomycetes	0.010896395	low
k141_4996965_1	Planctomycetes	Planctomycetes	0.010820086	low
k141_11324_4	Planctomycetes	Planctomycetes	0.010474685	low
k141_3655569_5	Planctomycetes	Planctomycetes	0.01047099	low
k141_10244015_2	Planctomycetes	Planctomycetes	0.010402177	low
k141_5739147_2	Planctomycetes	Planctomycetes	0.010294721	low
k141_7620946_3	Planctomycetes	Planctomycetes	0.010239348	low
k141_5035212_3	Planctomycetes	Planctomycetes	0.010211511	low
k141_1628186_1	Planctomycetes	Planctomycetes	0.010144733	low
k141_7184606_9	Planctomycetes	Planctomycetes	0.010110803	low
k141_732481_3	Planctomycetes	Planctomycetes	0.010101583	low
k141_4080454_1	Planctomycetes	Planctomycetes	0.010083849	low
k141_10533186_3	Planctomycetes	Planctomycetes	0.010079874	low
k141_9979292_1	Planctomycetes	Planctomycetes	0.010062291	low
k141_7294370_1	Planctomycetes	Planctomycetes	0.010027474	low
k141_8816832_3	Planctomycetes	Planctomycetes	0.010026475	low
k141_1733918_4	Planctomycetes	Planctomycetes	0.00983727	low
k141_44761_2	Planctomycetes	Planctomycetes	0.009725019	low
k141_2132319_4	Planctomycetes	Planctomycetes	0.009447608	low
k141_9224043_1	Planctomycetes	Planctomycetes	0.009402837	low
k141_321770_3	Planctomycetes	Planctomycetes	0.009396808	low
k141_9657908_4	Planctomycetes	Planctomycetes	0.009387162	low
k141_3864503_1	Planctomycetes	Planctomycetes	0.009331722	low
k141_6036192_4	Planctomycetes	Planctomycetes	0.009320519	low
k141_8094442_6	Planctomycetes	Planctomycetes	0.009314478	low
k141_4170637_3	Planctomycetes	Planctomycetes	0.009289171	low
k141_6337727_1	Planctomycetes	Planctomycetes	0.009248955	low
k141_5298294_4	Planctomycetes	Planctomycetes	0.00920433	low
k141_807611_3	Planctomycetes	Planctomycetes	0.009143795	low
k141_4345721_1	Planctomycetes	Planctomycetes	0.009117526	low
k141_7210785_1	Planctomycetes	Planctomycetes	0.008989348	low
k141_5869558_2	Planctomycetes	Planctomycetes	0.008941705	low
k141_2148926_1	Planctomycetes	Planctomycetes	0.008938181	low
k141_8289970_2	Planctomycetes	Planctomycetes	0.008890276	low
k141_5730689_1	Planctomycetes	Planctomycetes	0.008839189	low
k141_342779_3	Planctomycetes	Planctomycetes	0.008661374	low
k141_9751675_2	Planctomycetes	Planctomycetes	0.008650447	low
k141_3307705_4	Planctomycetes	Planctomycetes	0.008617973	low
k141_2685168_1	Planctomycetes	Planctomycetes	0.008607162	low
k141_8576167_1	Planctomycetes	Planctomycetes	0.008585115	low
k141_8005636_2	Planctomycetes	Planctomycetes	0.008573848	low
k141_5235025_1	Planctomycetes	Planctomycetes	0.008545074	low
k141_628282_4	Planctomycetes	Planctomycetes	0.008518234	low
k141_5392297_4	Planctomycetes	Planctomycetes	0.008497941	low
k141_3795114_4	Planctomycetes	Planctomycetes	0.008459843	low
k141_1681805_1	Planctomycetes	Planctomycetes	0.008348199	low
k141_3423589_1	Planctomycetes	Planctomycetes	0.008308344	low
k141_8847683_4	Planctomycetes	Planctomycetes	0.008287444	low
k141_8877240_2	Planctomycetes	Planctomycetes	0.008203395	low
k141_7497703_3	Planctomycetes	Planctomycetes	0.008177866	low
k141_3550258_2	Planctomycetes	Planctomycetes	0.008146534	low
k141_5239096_2	Planctomycetes	Planctomycetes	0.007969573	low
k141_2618318_4	Planctomycetes	Planctomycetes	0.007936212	low
k141_9247602_2	Planctomycetes	Planctomycetes	0.007911918	low
k141_6300139_4	Planctomycetes	Planctomycetes	0.007892638	low
k141_7690120_2	Planctomycetes	Planctomycetes	0.007842612	low
k141_2123484_1	Planctomycetes	Planctomycetes	0.007819477	low
k141_7169521_1	Planctomycetes	Planctomycetes	0.007702484	low
k141_2347212_2	Planctomycetes	Planctomycetes	0.007670626	low
k141_9209813_1	Planctomycetes	Planctomycetes	0.007539405	low
k141_5604791_1	Planctomycetes	Planctomycetes	0.007502431	low
k141_4859433_3	Planctomycetes	Planctomycetes	0.007486897	low
k141_9679968_2	Planctomycetes	Planctomycetes	0.007426962	low
k141_5252142_3	Planctomycetes	Planctomycetes	0.007422566	low
k141_2273205_1	Planctomycetes	Planctomycetes	0.007408857	low
k141_7032040_1	Planctomycetes	Planctomycetes	0.007380606	low
k141_909659_2	Planctomycetes	Planctomycetes	0.007322642	low
k141_245293_1	Planctomycetes	Planctomycetes	0.00729854	low
k141_4639059_1	Planctomycetes	Planctomycetes	0.007275371	low
k141_10659387_2	Planctomycetes	Planctomycetes	0.007275369	low
k141_10464266_2	Planctomycetes	Planctomycetes	0.007270455	low
k141_701545_1	Planctomycetes	Planctomycetes	0.007252589	low
k141_9380196_3	Planctomycetes	Planctomycetes	0.007180809	low
k141_10426531_2	Planctomycetes	Planctomycetes	0.007085038	low
k141_4613002_1	Planctomycetes	Planctomycetes	0.00699478	low
k141_1472770_2	Planctomycetes	Planctomycetes	0.006930768	low
k141_7514411_4	Planctomycetes	Planctomycetes	0.006895005	low
k141_4718104_1	Planctomycetes	Planctomycetes	0.006862199	low
k141_1590269_1	Planctomycetes	Planctomycetes	0.006848263	low
k141_6280249_3	Planctomycetes	Planctomycetes	0.00683426	low
k141_9112385_1	Planctomycetes	Planctomycetes	0.006800093	low
k141_5654507_3	Planctomycetes	Planctomycetes	0.006779898	low
k141_606699_1	Planctomycetes	Planctomycetes	0.006771337	low
k141_4260281_1	Planctomycetes	Planctomycetes	0.006764603	low
k141_1861014_3	Planctomycetes	Planctomycetes	0.006732457	low
k141_1000376_4	Planctomycetes	Planctomycetes	0.006726942	low
k141_3035372_2	Planctomycetes	Planctomycetes	0.006705477	low
k141_283186_2	Planctomycetes	Planctomycetes	0.006658925	low
k141_4407450_3	Planctomycetes	Planctomycetes	0.006604715	low
k141_4424797_2	Planctomycetes	Planctomycetes	0.00658326	low
k141_5914128_2	Planctomycetes	Planctomycetes	0.006563032	low
